0.0000  ,0.0000  ,0.0000
0.9828  ,0.1844  ,0.0015
0.5063  ,-0.8623 ,0.0129
-0.0000 ,1.0000  ,-0.0000
-0.7299 ,-0.6833 ,-0.0179
-0.0000 ,1.0000  ,-0.0000
0.2579  ,0.9661  ,0.0113
-0.8986 ,-0.4387 ,-0.0080
0.8405  ,0.5418  ,0.0056
-0.8097 ,-0.5868 ,-0.0057
-0.8274 ,-0.5615 ,-0.0074
-0.9232 ,-0.3844 ,-0.0043
-0.2290 ,-0.9734 ,-0.0075
0.7432  ,-0.6691 ,-0.0063
-0.6047 ,0.7965  ,0.0003
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.8755  ,-0.4832 ,-0.0074
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
0.9441  ,0.3297  ,0.0048
