0.0000,0.0000,0.0000
0.9828,0.1844,0.0015
1.4892,-0.6779,0.0143
1.4892,0.3221,0.0143
0.7592,-0.3611,-0.0036
0.7592,0.6389,-0.0036
1.0171,1.6050,0.0077
0.1185,1.1662,-0.0003
0.9590,1.7081,0.0053
0.1493,1.1212,-0.0004
-0.6781,0.5597,-0.0078
-1.6013,0.1753,-0.0121
-1.8303,-0.7981,-0.0196
-1.0871,-1.4671,-0.0259
-1.6918,-0.6707,-0.0256
-0.8163,-1.1538,-0.0330
0.0592,-1.6370,-0.0405
0.9347,-2.1202,-0.0479
1.8102,-2.6033,-0.0553
2.6857,-3.0865,-0.0627
3.5612,-3.5697,-0.0701
4.4367,-4.0528,-0.0775
5.3122,-4.5360,-0.0849
6.1877,-5.0192,-0.0923
7.0632,-5.5023,-0.0997
7.9387,-5.9855,-0.1071
8.8142,-6.4687,-0.1145
9.6897,-6.9518,-0.1219
10.5652,-7.4350,-0.1293
11.4407,-7.9182,-0.1367
12.3162,-8.4013,-0.1441
13.1917,-8.8845,-0.1515
14.0672,-9.3677,-0.1589
14.9427,-9.8508,-0.1663
15.8182,-10.3340,-0.1737
16.6937,-10.8172,-0.1812
17.5691,-11.3003,-0.1886
18.4446,-11.7835,-0.1960
19.3201,-12.2667,-0.2034
20.1956,-12.7498,-0.2108
21.0711,-13.2330,-0.2182
21.9466,-13.7162,-0.2256
22.8221,-14.1993,-0.2330
23.6976,-14.6825,-0.2404
24.5731,-15.1657,-0.2478
25.4486,-15.6488,-0.2552
26.3241,-16.1320,-0.2626
27.1996,-16.6152,-0.2700
28.0751,-17.0983,-0.2774
28.9506,-17.5815,-0.2848
29.8261,-18.0647,-0.2922
30.7016,-18.5478,-0.2996
31.5771,-19.0310,-0.3070
32.5212,-18.7013,-0.3023
33.4652,-18.3715,-0.2975
34.4093,-18.0418,-0.2927
35.3533,-17.7120,-0.2880
36.2974,-17.3823,-0.2832
37.2414,-17.0525,-0.2784
38.1855,-16.7228,-0.2737
39.1296,-16.3930,-0.2689
40.0736,-16.0633,-0.2641
41.0177,-15.7335,-0.2594
41.9617,-15.4038,-0.2546
42.9058,-15.0740,-0.2498
43.8498,-14.7443,-0.2451
44.7939,-14.4145,-0.2403
45.7380,-14.0848,-0.2355
46.6820,-13.7550,-0.2308
47.6261,-13.4253,-0.2260
48.5701,-13.0955,-0.2212
49.5142,-12.7658,-0.2165
50.4582,-12.4361,-0.2117
51.4023,-12.1063,-0.2069
50.7571,-12.8703,-0.2137
50.1119,-13.6343,-0.2204
49.4667,-14.3982,-0.2271
48.8215,-15.1622,-0.2339
47.8932,-15.5341,-0.2382
46.9649,-15.9059,-0.2425
46.0366,-16.2778,-0.2468
46.7209,-15.5486,-0.2401
47.4051,-14.8194,-0.2333
48.0894,-14.0901,-0.2266
48.7736,-13.3609,-0.2198
49.4824,-14.0664,-0.2263
50.2855,-13.4707,-0.2143
51.0886,-12.8750,-0.2022
51.8918,-12.2793,-0.1902
